1.040000	2.705393e-05	4.155229e-06	1.616811e-06	1.057891e-05
1.041001	2.733935e-05	4.115989e-06	1.623721e-06	1.073799e-05
1.042001	2.763374e-05	4.074741e-06	1.630802e-06	1.090279e-05
1.043002	2.793613e-05	4.031575e-06	1.638033e-06	1.107289e-05
1.044002	2.824559e-05	3.986577e-06	1.645391e-06	1.124785e-05
1.045003	2.856116e-05	3.939837e-06	1.652856e-06	1.142725e-05
1.046003	2.888187e-05	3.891441e-06	1.660406e-06	1.161066e-05
1.047004	2.920679e-05	3.841479e-06	1.668020e-06	1.179768e-05
1.048004	2.953495e-05	3.790038e-06	1.675677e-06	1.198785e-05
1.049005	2.986541e-05	3.737207e-06	1.683355e-06	1.218077e-05
1.050005	3.019721e-05	3.683073e-06	1.691033e-06	1.237601e-05
1.051006	3.052940e-05	3.627725e-06	1.698689e-06	1.257314e-05
1.052006	3.086102e-05	3.571250e-06	1.706302e-06	1.277174e-05
1.053007	3.119112e-05	3.513737e-06	1.713851e-06	1.297139e-05
1.054007	3.151875e-05	3.455275e-06	1.721315e-06	1.317165e-05
1.055008	3.184296e-05	3.395950e-06	1.728671e-06	1.337210e-05
1.056008	3.216279e-05	3.335851e-06	1.735899e-06	1.357233e-05
1.057009	3.247728e-05	3.275067e-06	1.742978e-06	1.377190e-05
1.058009	3.278550e-05	3.213685e-06	1.749886e-06	1.397038e-05
1.059010	3.308647e-05	3.151793e-06	1.756601e-06	1.416736e-05
1.060011	3.337926e-05	3.089480e-06	1.763103e-06	1.436241e-05
1.061011	3.366290e-05	3.026833e-06	1.769370e-06	1.455511e-05
1.062012	3.393645e-05	2.963941e-06	1.775380e-06	1.474502e-05
1.063012	3.419894e-05	2.900892e-06	1.781113e-06	1.493173e-05
1.064013	3.444944e-05	2.837774e-06	1.786546e-06	1.511481e-05
1.065013	3.468697e-05	2.774675e-06	1.791659e-06	1.529384e-05
1.066014	3.491060e-05	2.711683e-06	1.796431e-06	1.546838e-05
1.067014	3.511936e-05	2.648886e-06	1.800839e-06	1.563802e-05
1.068015	3.531232e-05	2.586373e-06	1.804862e-06	1.580233e-05
1.069015	3.548850e-05	2.524231e-06	1.808480e-06	1.596088e-05
1.070016	3.564696e-05	2.462548e-06	1.811671e-06	1.611326e-05
1.071016	3.578674e-05	2.401413e-06	1.814413e-06	1.625903e-05
1.072017	3.590690e-05	2.340914e-06	1.816685e-06	1.639778e-05
1.073017	3.600648e-05	2.281138e-06	1.818466e-06	1.652907e-05
1.074018	3.608452e-05	2.222175e-06	1.819734e-06	1.665248e-05
1.075018	3.614009e-05	2.164111e-06	1.820469e-06	1.676759e-05
1.076019	3.617291e-05	2.107032e-06	1.820668e-06	1.687424e-05
1.077019	3.618345e-05	2.051019e-06	1.820347e-06	1.697255e-05
1.078020	3.617228e-05	1.996152e-06	1.819528e-06	1.706269e-05
1.079020	3.613992e-05	1.942513e-06	1.818230e-06	1.714480e-05
1.080021	3.608693e-05	1.890181e-06	1.816473e-06	1.721904e-05
1.081022	3.601384e-05	1.839238e-06	1.814275e-06	1.728555e-05
1.082022	3.592121e-05	1.789765e-06	1.811657e-06	1.734450e-05
1.083023	3.580957e-05	1.741841e-06	1.808639e-06	1.739603e-05
1.084023	3.567947e-05	1.695549e-06	1.805239e-06	1.744030e-05
1.085024	3.553145e-05	1.650968e-06	1.801478e-06	1.747746e-05
1.086024	3.536605e-05	1.608179e-06	1.797376e-06	1.750767e-05
1.087025	3.518383e-05	1.567264e-06	1.792951e-06	1.753107e-05
1.088025	3.498531e-05	1.528303e-06	1.788224e-06	1.754782e-05
1.089026	3.477105e-05	1.491376e-06	1.783214e-06	1.755807e-05
1.090026	3.454159e-05	1.456564e-06	1.777940e-06	1.756197e-05
1.091027	3.429747e-05	1.423948e-06	1.772423e-06	1.755968e-05
1.092027	3.403924e-05	1.393610e-06	1.766682e-06	1.755136e-05
1.093028	3.376743e-05	1.365628e-06	1.760737e-06	1.753714e-05
