14.180000	-8.053995e-06	-4.502825e-05	-5.301211e-06	7.799460e-06	
14.181001	-6.408129e-06	-6.148477e-05	-7.684774e-06	7.341601e-06	
14.182002	-1.914163e-06	-4.055016e-05	-3.841167e-06	4.199189e-06	
14.183002	-2.020333e-06	-1.913291e-05	-1.754947e-06	5.189906e-06	
14.184003	-4.023916e-06	8.588356e-06	-4.667816e-06	-3.246309e-06	
14.185004	-3.957658e-06	-8.971538e-06	-2.937210e-06	-6.179614e-06	
14.186005	-5.723174e-06	2.226453e-05	4.110054e-07	5.382471e-06	
14.187006	-9.824152e-06	7.379971e-05	1.416671e-06	1.043364e-05	
14.188007	-1.004661e-05	1.921630e-05	-3.796485e-06	3.806312e-06	
14.189007	-5.037966e-06	-3.797293e-05	-8.228008e-06	-1.457836e-06	
14.190008	-3.185970e-06	-4.175326e-05	-4.267821e-06	-4.701657e-06	
14.191009	-4.919475e-06	-3.889424e-05	-4.880056e-06	-2.703027e-05	
14.192010	-1.080590e-06	-4.365585e-05	-4.886931e-06	-4.371355e-05	
14.193011	4.060868e-06	-7.194748e-05	-8.118410e-07	-2.804250e-05	
14.194011	5.163677e-06	-8.727699e-05	-1.829773e-06	-1.615271e-05	
14.195012	5.210610e-06	-5.602718e-05	-7.429458e-07	-1.859669e-05	
14.196013	5.239394e-06	-2.057157e-05	2.850959e-06	-2.458127e-05	
14.197014	1.146953e-05	-2.396683e-05	4.734598e-06	-2.782204e-05	
14.198015	1.962713e-05	-2.294184e-05	3.459541e-06	-2.170895e-05	
14.199015	1.743134e-05	4.748614e-05	2.962209e-06	-1.751140e-05	
14.200016	1.267578e-05	1.072433e-04	7.290036e-06	-8.542809e-06	
14.201017	1.052132e-05	7.876685e-05	6.257097e-06	7.888754e-06	
14.202018	4.048616e-06	5.263189e-05	3.989321e-06	1.520002e-05	
14.203019	-1.294694e-06	4.725220e-05	8.077840e-06	1.080846e-05	
14.204020	-1.309330e-06	9.999232e-06	9.037605e-06	5.300777e-06	
14.205020	-2.573938e-06	-6.006702e-06	6.706568e-06	1.126120e-05	
14.206021	-4.455904e-06	2.398646e-05	4.214358e-06	1.949706e-05	
14.207022	-5.978239e-06	4.641645e-05	-6.219285e-07	1.773640e-05	
14.208023	-8.446498e-06	3.442477e-05	-3.633010e-06	1.558892e-05	
14.209024	-6.878277e-06	-9.740066e-08	-4.137270e-06	1.672367e-05	
14.210024	-4.710892e-06	-2.992288e-05	-5.754151e-06	1.577546e-05	
14.211025	-8.245907e-06	-3.716141e-05	-4.614398e-06	1.688935e-05	
14.212026	-9.703954e-06	-3.248629e-05	-1.679094e-06	2.089664e-05	
14.213027	-3.889954e-06	-3.042279e-05	-6.641666e-06	2.240714e-05	
14.214028	-1.357434e-06	-4.444458e-05	-1.145187e-05	2.471884e-05	
14.215028	-5.261829e-06	-5.215845e-05	-3.526967e-06	3.095710e-05	
14.216029	-3.961193e-06	-4.708930e-05	3.844871e-06	4.082680e-05	
14.217030	-1.923034e-06	-7.815202e-05	3.327657e-06	4.368317e-05	
14.218031	-6.713252e-06	-1.031633e-04	3.728586e-06	3.493239e-05	
14.219032	-7.430772e-06	-8.215949e-05	4.243055e-06	2.780612e-05	
14.220033	-4.283471e-06	-4.134202e-05	2.882765e-06	8.261423e-06	
14.221033	-2.278042e-06	-1.055528e-05	7.005474e-07	-3.718732e-05	
14.222034	-1.410274e-06	-1.231834e-05	6.650944e-07	-7.797038e-05	
14.223035	-5.085567e-06	-1.440615e-05	1.741870e-06	-8.294716e-05	
14.224036	-4.608724e-06	1.731639e-05	-9.535246e-07	-6.834913e-05	
14.225037	1.052591e-06	1.927486e-04	-2.283137e-06	-6.023169e-05	
14.226037	4.083360e-06	3.634592e-04	-4.033266e-06	-4.579241e-05	
14.227038	6.922190e-06	2.265990e-04	-1.025070e-05	-2.512196e-05	
14.228039	8.597020e-06	5.290349e-05	-1.234521e-05	-9.148750e-06	
14.229040	8.302016e-06	4.440479e-05	-6.391305e-06	6.081330e-06	
14.230041	7.009034e-06	7.420446e-06	5.464373e-06	1.441862e-05	
14.231041	7.448708e-06	-3.353718e-05	1.113322e-05	2.036860e-05	
14.232042	1.000804e-05	-3.590627e-05	2.561434e-07	2.337296e-05	
14.233043	1.316592e-05	-3.973036e-05	-1.053740e-05	1.478518e-05	
14.234044	1.686269e-05	-4.797456e-05	-1.092802e-05	6.006300e-06	
14.235045	1.270504e-05	-1.066015e-04	-9.496065e-06	-2.464110e-06	
14.236046	5.444837e-06	-1.618618e-04	-3.287160e-07	-1.059011e-05	
14.237046	-2.374771e-06	-1.495927e-04	1.549298e-05	-1.898862e-06	
14.238047	-1.181068e-05	-1.241519e-04	1.954839e-05	1.603652e-05	
14.239048	-9.876251e-06	-7.206091e-05	1.397577e-05	2.216261e-05	
14.240049	-1.141221e-05	-6.648031e-06	1.112551e-05	1.846460e-05	
14.241050	-1.905988e-05	-2.140350e-05	7.913085e-06	1.502863e-05	
