14.180000	6.743642e-06	5.464402e-05	4.736633e-06	1.662415e-05	
14.181001	6.775825e-06	5.586395e-05	4.771927e-06	1.685261e-05	
14.182002	6.806432e-06	5.710135e-05	4.810835e-06	1.709517e-05	
14.183002	6.835620e-06	5.835399e-05	4.853160e-06	1.735091e-05	
14.184003	6.863546e-06	5.961966e-05	4.898708e-06	1.761892e-05	
14.185004	6.890367e-06	6.089614e-05	4.947281e-06	1.789830e-05	
14.186005	6.916239e-06	6.218123e-05	4.998684e-06	1.818813e-05	
14.187006	6.941321e-06	6.347271e-05	5.052720e-06	1.848751e-05	
14.188007	6.965767e-06	6.476836e-05	5.109195e-06	1.879552e-05	
14.189007	6.989737e-06	6.606597e-05	5.167912e-06	1.911127e-05	
14.190008	7.013385e-06	6.736332e-05	5.228674e-06	1.943382e-05	
14.191009	7.036870e-06	6.865820e-05	5.291287e-06	1.976229e-05	
14.192010	7.060348e-06	6.994839e-05	5.355554e-06	2.009576e-05	
14.193011	7.083976e-06	7.123168e-05	5.421279e-06	2.043331e-05	
14.194011	7.107911e-06	7.250586e-05	5.488267e-06	2.077404e-05	
14.195012	7.132309e-06	7.376870e-05	5.556321e-06	2.111705e-05	
14.196013	7.157328e-06	7.501800e-05	5.625245e-06	2.146141e-05	
14.197014	7.183125e-06	7.625154e-05	5.694843e-06	2.180623e-05	
14.198015	7.209856e-06	7.746710e-05	5.764921e-06	2.215059e-05	
14.199015	7.237679e-06	7.866247e-05	5.835280e-06	2.249358e-05	
14.200016	7.266749e-06	7.983544e-05	5.905726e-06	2.283429e-05	
14.201017	7.297225e-06	8.098379e-05	5.976063e-06	2.317182e-05	
14.202018	7.329263e-06	8.210530e-05	6.046095e-06	2.350525e-05	
14.203019	7.363019e-06	8.319777e-05	6.115625e-06	2.383367e-05	
14.204020	7.398652e-06	8.425897e-05	6.184459e-06	2.415619e-05	
14.205020	7.436317e-06	8.528669e-05	6.252399e-06	2.447187e-05	
14.206021	7.476171e-06	8.627872e-05	6.319250e-06	2.477982e-05	
14.207022	7.518373e-06	8.723284e-05	6.384816e-06	2.507913e-05	
14.208023	7.563077e-06	8.814683e-05	6.448901e-06	2.536889e-05	
14.209024	7.610441e-06	8.901849e-05	6.511309e-06	2.564818e-05	
14.210024	7.660623e-06	8.984560e-05	6.571844e-06	2.591611e-05	
14.211025	7.713779e-06	9.062594e-05	6.630311e-06	2.617175e-05	
14.212026	7.770065e-06	9.135729e-05	6.686512e-06	2.641420e-05	
14.213027	7.829640e-06	9.203745e-05	6.740254e-06	2.664255e-05	
14.214028	7.892659e-06	9.266420e-05	6.791338e-06	2.685590e-05	
14.215028	7.959279e-06	9.323532e-05	6.839570e-06	2.705332e-05	
14.216029	8.029658e-06	9.374860e-05	6.884753e-06	2.723392e-05	
14.217030	8.103952e-06	9.420182e-05	6.926692e-06	2.739677e-05	
14.218031	8.182319e-06	9.459277e-05	6.965191e-06	2.754098e-05	
14.219032	8.264914e-06	9.491924e-05	7.000053e-06	2.766564e-05	
14.220033	8.351896e-06	9.517901e-05	7.031083e-06	2.776983e-05	
14.221033	8.443420e-06	9.536986e-05	7.058084e-06	2.785264e-05	
14.222034	8.539645e-06	9.548958e-05	7.080862e-06	2.791317e-05	
14.223035	8.640725e-06	9.553595e-05	7.099219e-06	2.795050e-05	
