1.040000	1.496810e-05	-4.945681e-07	-1.159494e-06	-2.541568e-06
1.041001	8.384114e-06	-3.527164e-06	-2.229938e-06	4.680976e-06
1.042001	8.055682e-06	-5.386509e-06	-1.599575e-06	5.986897e-06
1.043002	2.240852e-05	-3.950980e-06	9.722514e-07	5.378271e-06
1.044002	2.251991e-05	-3.619967e-06	1.408466e-06	-5.766166e-06
1.045003	-9.520900e-07	-3.449871e-06	1.454267e-06	-1.811953e-05
1.046003	-1.784128e-05	-2.499534e-06	1.990501e-06	-1.759782e-05
1.047004	-2.784166e-05	-2.495325e-06	1.133198e-06	-2.801905e-06
1.048004	-3.019946e-05	-2.762411e-06	1.137075e-06	1.455720e-05
1.049005	-2.513233e-05	-2.083730e-06	2.064885e-06	1.442350e-05
1.050005	-3.367582e-05	2.604017e-06	1.935541e-06	1.503337e-05
1.051006	-4.184046e-05	4.633464e-06	5.288234e-07	3.081174e-05
1.052006	-1.029988e-05	-1.731504e-07	3.370934e-07	3.533048e-05
1.053007	5.117300e-05	-1.409494e-06	-3.560647e-07	2.599033e-05
1.054007	6.995452e-05	1.078373e-06	-3.344052e-06	1.423946e-05
1.055008	3.347317e-05	8.248062e-07	-3.274219e-06	-2.132975e-06
1.056008	7.366913e-06	-1.112675e-06	-1.861532e-06	-2.462999e-05
1.057009	-1.394127e-06	-1.460823e-06	-2.622242e-06	-3.802172e-05
1.058009	2.827599e-06	-2.475736e-06	-1.729667e-06	-2.817724e-05
1.059010	2.655750e-05	-1.435611e-07	4.109701e-07	-2.327368e-05
1.060011	2.664181e-05	7.686416e-06	9.026317e-07	-2.664254e-05
1.061011	3.536796e-06	6.008617e-06	1.667468e-06	-8.707179e-06
1.062012	-1.081272e-05	-1.218641e-06	3.466332e-06	8.470124e-06
1.063012	-1.973799e-05	-9.080160e-07	2.364303e-06	2.794581e-06
1.064013	-2.393560e-05	-3.882413e-07	5.085321e-07	-3.379727e-06
1.065013	-2.587027e-05	-7.928388e-07	1.816174e-06	2.199289e-06
1.066014	-1.936634e-05	2.779384e-06	1.181312e-06	3.775535e-06
1.067014	2.799352e-06	3.905236e-06	-3.357023e-07	1.011289e-06
